Name,Protein name,Orientation,Length
Q7Z5H4,Vomeronasal type-1 receptor 5 (G-protein coupled receptor GPCR26) (hGPCR26) (V1r-like receptor 5),o47-69i83-103o120-141i164-184o270-280i281-290o306-321i,357
Q7Z5H5,Vomeronasal type-1 receptor 4 (G-protein coupled receptor GPCR27) (hGPCR27) (V1r-like receptor 4),o6-30i44-66o82-104i127-147o179-200i235-259o272-286i,301
Q7Z601,Probable G-protein coupled receptor 142 (G-protein coupled receptor PGR2),o160-182i195-216o234-254i278-297o312-337i358-378o394-414i,462
Q7Z7M1,Adhesion G-protein coupled receptor D2 (G-protein coupled receptor 144) (G-protein coupled receptor PGR24),o663-682i697-710o721-741i763-783o804-825i856-876o884-904i,963
Q86SP6,Probable G-protein coupled receptor 149 (G-protein coupled receptor PGR10),o36-56i69-89o110-132i156-176o190-210i311-331o343-363i,731
Q86VZ1,P2Y purinoceptor 8 (P2Y8),o24-49i60-81o94-119i139-160o191-215i236-262o277-296i,359
Q86W33,Transmembrane protein adipocyte-associated 1 (Integral membrane protein GPR175) (Transmembrane protein 227),o45-63i79-102o116-137i151-169o192-211i228-248o265-280i,373
Q8IZ08,G-protein coupled receptor 135,o103-128i140-162o186-207i227-247o275-298i333-353o367-389i,494
Q8IZF4,Adhesion G-protein coupled receptor G5 (G-protein coupled receptor 114) (G-protein coupled receptor PGR27),o250-271i283-304o313-337i354-376o410-435i457-477o485-505i,528
Q8IZF5,Adhesion G-protein coupled receptor F3 (G-protein coupled receptor 113) (G-protein coupled receptor PGR23),o776-796i810-830o843-864i885-906o927-947i974-994o1000-1023i,1079
Q8IZF7,Putative adhesion G protein-coupled receptor F2P (Adhesion G-protein coupled receptor F2) (G-protein coupled receptor 111) (G-protein coupled receptor PGR20),o448-467i486-508o520-545i561-581o604-627i652-668o679-688i,708
Q8N628,Olfactory receptor 2C3 (Olfactory receptor 2C4) (Olfactory receptor 2C5) (Olfactory receptor OR1-30),o27-49i60-80o99-121i143-167o198-220i242-261o274-293i,320
Q8NBN3,Transmembrane protein 87A (Elkin1),o226-249i260-277o306-322i333-349o360-383i407-423o443-460i,555
Q8NDV2,G-protein coupled receptor 26,o6-31i43-65o81-102i124-147o171-193i243-266o275-297i,337
Q8NFN8,Probable G-protein coupled receptor 156 (G-protein coupled receptor PGR28) (GABAB-related G-protein coupled receptor),o48-70i86-105o124-143i165-185o223-243i258-278o287-309i,814
Q8NGA0,Olfactory receptor 7G1 (Olfactory receptor 19-15) (OR19-15) (Olfactory receptor OR19-8),o26-50i62-74o98-120i143-164o197-219i241-260o272-292i,311
Q8NGC8,Olfactory receptor 11H7 (Olfactory receptor OR14-32),o25-49i59-83o98-120i143-164o194-222i241-261o272-290i,314
Q8NGD0,Olfactory receptor 4M1 (Olfactory receptor OR14-7),o25-47i59-83o98-120i143-164o197-222i243-260o272-289i,313
Q8NGE3,Olfactory receptor 10P1 (Olfactory receptor 10P2) (Olfactory receptor 10P3) (Olfactory receptor OR12-7),o26-48i59-79o99-121i144-167o198-220i244-261o274-293i,313
Q8NGG2,Olfactory receptor 5T2 (Olfactory receptor OR11-177),o64-89i98-118o137-159i183-205o236-261i280-299o312-329i,359
Q8NGH7,Olfactory receptor 52L1 (Olfactory receptor OR11-50),o45-67i77-97o116-138i162-182o215-237i258-278o292-312i,329
Q8NGI2,Olfactory receptor 52N4 (Olfactory receptor OR11-64),o27-51i61-81o100-122i146-165o196-221i242-262o277-297i,321
Q8NGI8,Olfactory receptor 5AN1 (Olfactory receptor OR11-244),o27-50i60-80o99-119i143-165o195-224i243-261o274-291i,311
Q8NGJ2,Olfactory receptor 52H1 (Olfactory receptor OR11-45),o33-57i67-94o106-128i152-172o202-227i249-269o282-302i,320
Q8NGK2,Olfactory receptor 52B4 (Olfactory receptor OR11-3),o29-51i63-86o100-122i146-165o196-221i243-263o276-296i,314
Q8NGM9,Olfactory receptor 8D4 (Olfactory receptor OR11-275),o25-49i59-79o98-120i143-166o197-222i245-260o275-290i,314
Q8NGN3,Olfactory receptor 10G4 (Olfactory receptor OR11-278),o23-47i57-77o97-117i142-163o195-218i240-259o270-287i,311
Q8NGQ1,Olfactory receptor 9G4 (Olfactory receptor OR11-216),o41-64i74-94o113-135i159-181o212-238i256-274o288-305i,327
Q8NGR2,Olfactory receptor 1L6 (Olfactory receptor 1L7) (Olfactory receptor OR9-30),o63-86i96-116o135-157i179-201o234-256i278-297o310-327i,347
Q8NGR6,Olfactory receptor 1B1 (Olfactory receptor 9-B) (OR9-B) (Olfactory receptor OR9-26),o28-51i63-84o100-122i146-166o203-225i247-266o278-298i,318
Q8NGS2,Olfactory receptor 1J2 (HSA5) (HTPCRX15) (OST044) (Olfactory receptor 1J3) (Olfactory receptor 1J5) (Olfactory receptor OR9-19),o26-49i59-79o98-120i143-163o197-219i241-256o272-292i,313
Q8NGS8,Olfactory receptor 13C5 (Olfactory receptor OR9-11),o25-48i59-79o98-120i144-164o197-220i241-260o279-296i,318
Q8NGT0,Olfactory receptor 13C9 (Olfactory receptor OR9-13),o25-48i59-79o98-120i144-164o197-222i241-259o279-296i,318
Q8NGV6,Olfactory receptor 5H6 (Olfactory receptor OR3-11),o41-65i75-95o114-136i158-182o210-238i257-272o288-306i,325
Q8NGW1,Olfactory receptor 6B3 (Olfactory receptor OR2-2),o26-49i59-79o98-120i144-164o197-219i241-260o273-290i,331
Q8NGW6,Olfactory receptor 6K6 (Olfactory receptor OR1-21),o53-77i87-107o126-148i174-194o221-246i268-287o297-317i,343
Q8NGX3,Olfactory receptor 10T2 (Olfactory receptor OR1-3),o26-50i60-84o99-121i141-165o198-223i241-260o272-292i,314
Q8NGY0,Olfactory receptor 10X1 (Olfactory receptor OR1-14),o42-64i75-95o114-136i160-182o213-238i257-275o285-305i,326
Q8NGY3,Olfactory receptor 6K3 (Olfactory receptor OR1-18),o41-65i75-95o114-136i160-182o210-234i256-275o285-305i,331
Q8NH10,Olfactory receptor 8U1,o25-49i59-79o98-120i144-166o197-222i245-260o274-290i,309
Q8NH19,Olfactory receptor 10AG1 (Olfactory receptor OR11-160),o17-40i50-70o89-111i133-157o188-210i232-251o264-283i,301
Q8NH43,Olfactory receptor 4L1 (Olfactory receptor 4L2) (Olfactory receptor OR14-28),o25-49i62-82o98-120i143-164o195-223i240-260o270-287i,312
Q8NH48,Olfactory receptor 5B3 (Olfactory receptor 5B13) (Olfactory receptor OR11-239),o23-47i57-77o96-118i142-164o195-221i240-258o271-288i,314
Q8NH59,Olfactory receptor 51Q1,o27-50i63-89o100-122i147-165o199-221i243-263o276-296i,317
Q8NH69,Olfactory receptor 5W2 (Olfactory receptor 5W3) (Olfactory receptor OR11-155),o25-48i59-73o98-120i144-164o196-223i245-260o273-290i,310
Q8NH85,Olfactory receptor 8U3 (Olfactory receptor 5R1) (Olfactory receptor OR11-185),o27-49i59-77o99-120i144-164o197-223i245-260o274-292i,324
Q8NH87,Olfactory receptor 9G1 (Olfactory receptor 9G5) (Olfactory receptor OR11-114),o24-48i58-78o97-119i141-161o196-221i244-258o272-289i,305
Q8NH92,Olfactory receptor 1S1 (Olfactory receptor OR11-232),o39-62i72-92o111-133i155-177o210-235i254-273o286-303i,325
Q8NH94,Olfactory receptor 1L1 (Olfactory receptor 1L2) (Olfactory receptor 9-C) (OR9-C) (Olfactory receptor OR9-27),o76-99i109-133o148-170i192-213o247-269i291-309o322-339i,360
Q8NHC8,Olfactory receptor 2T6 (OST703) (Olfactory receptor 2T9),o25-49i59-83o98-120i143-164o197-219i241-256o273-290i,308
Q8TCB6,Olfactory receptor 51E1 (D-GPCR) (G-protein coupled receptor 164) (Olfactory receptor 52A3) (Prostate-overexpressed G protein-coupled receptor) (Prostate-specific G protein-coupled receptor 2),o27-50i63-88o100-122i146-165o196-221i242-262o275-295i,317
Q8TCW9,Prokineticin receptor 1 (PK-R1) (G-protein coupled receptor 73) (G-protein coupled receptor ZAQ) (GPR73a),o63-86i99-119o139-160i179-199o233-253i285-305o323-343i,393
Q8TDV2,Probable G-protein coupled receptor 148 (Brain and testis restricted GPCR) (G-protein coupled receptor PGR6),o51-75i87-109o123-144i166-189o215-240i265-285o299-322i,347
Q8TDV5,Glucose-dependent insulinotropic receptor (G-protein coupled receptor 119),o7-30i43-63o80-101i122-143o166-186i229-249o260-280i,335
Q8WZ84,Olfactory receptor 8D1 (OST004) (Olfactory receptor 8D3) (Olfactory receptor OR11-301) (Olfactory receptor-like protein JCG9),o25-50i59-79o98-120i143-164o197-222i245-260o275-290i,308
Q8WZ94,Olfactory receptor 5P3 (Olfactory receptor OR11-94) (Olfactory receptor-like protein JCG1),o25-49i61-82o98-120i142-164o197-223i245-258o273-290i,311
Q969N4,Trace amine-associated receptor 8 (TaR-8) (Trace amine receptor 8) (G-protein coupled receptor 102) (Trace amine receptor 5) (TaR-5),o32-57i68-90o106-127i148-168o196-217i259-279o294-314i,342
Q969V1,Melanin-concentrating hormone receptor 2 (MCH receptor 2) (MCH-R2) (MCHR-2) (G-protein coupled receptor 145) (GPRv17) (MCH-2R) (MCH2) (MCH2R),o35-60i70-90o108-129i150-171o196-218i252-273o286-309i,340
Q96AM1,Mas-related G-protein coupled receptor member F (Mas-related gene F protein) (G-protein coupled receptor 140) (G-protein coupled receptor 168),o49-69i80-101o118-139i159-181o197-222i239-265o271-295i,343
Q96K49,Transmembrane protein 87B,o216-239i250-267o296-312i323-339o351-374i398-414o434-451i,555
Q96LA9,Mas-related G-protein coupled receptor member X4 (Sensory neuron-specific G-protein coupled receptor 5/6),o30-52i63-81o97-118i138-158o178-200i214-241o253-275i,322
Q96P68,2-oxoglutarate receptor 1 (Alpha-ketoglutarate receptor 1) (G-protein coupled receptor 80) (G-protein coupled receptor 99) (P2Y purinoceptor 15) (P2Y15) (P2Y-like GPCR) (P2Y-like nucleotide receptor),o35-60i70-90o104-129i150-170o195-219i242-263o283-305i,337
Q96P69,G-protein coupled receptor 78,o7-28i43-63o81-102i123-143o172-193i243-263o275-297i,363
Q96R48,Olfactory receptor 2A5 (Olfactory receptor 2A26) (Olfactory receptor 2A8) (Olfactory receptor 7-138/7-141) (OR7-138) (OR7-141),o24-48i58-78o98-120i143-166o197-221i241-260o273-290i,311
Q96RA2,Olfactory receptor 7D2 (HTPCRH03) (Olfactory receptor 19-4) (OR19-4) (Olfactory receptor OR19-10),o26-49i59-78o98-120i143-164o197-219i241-258o276-290i,312
Q96RI9,Trace amine-associated receptor 9 (TaR-9) (Trace amine receptor 9) (Trace amine receptor 3) (TaR-3),o34-58i69-90o107-128i150-170o198-218i260-280o295-315i,348
Q96RJ0,Trace amine-associated receptor 1 (TaR-1) (Trace amine receptor 1),o24-48i60-82o98-119i140-161o189-211i253-273o288-308i,339
Q99678,G-protein coupled receptor 20,o55-79i90-111o124-146i167-188o197-217i242-266o277-300i,358
Q9BXC1,Probable G-protein coupled receptor 174,o19-45i55-77o89-114i133-155o182-206i231-255o269-295i,333
Q9BY21,G-protein coupled receptor 87 (G-protein coupled receptor 95),o45-66i77-99o117-137i160-180o206-227i254-275o295-317i,358
Q9BZJ6,Probable G-protein coupled receptor 63 (PSP24-2) (PSP24-beta),o84-104i118-138o156-177i195-215o243-263i316-336o352-373i,419
Q9GZK4,Olfactory receptor 2H1 (Hs6M1-16) (OLFR42A-9004.14/9026.2) (Olfactory receptor 2H6) (Olfactory receptor 2H8) (Olfactory receptor 6-2) (OR6-2) (Olfactory receptor OR6-32),o25-46i57-77o96-118i142-162o195-218i243-258o271-288i,316
Q9GZK6,Olfactory receptor 2J1 (Hs6M1-4) (Olfactory receptor 6-5) (OR6-5),o26-49i60-80o100-121i145-165o198-223i243-261o274-293i,312
Q9GZM6,Olfactory receptor 8D2 (Olfactory receptor OR11-303) (Olfactory receptor-like protein JCG2),o25-51i62-83o98-120i143-166o197-222i245-260o275-290i,311
Q9GZN0,Probable G-protein coupled receptor 88 (Striatum-specific G-protein coupled receptor),o34-56i68-90o114-136i159-180o192-213i286-306o319-338i,384
Q9GZP7,Vomeronasal type-1 receptor 1 (G-protein coupled receptor GPCR24) (hGPCR24) (V1r-like receptor 1) (V3r-related gene protein) (Vomeronasal olfactory receptor chromosome 19 subtype I member 1),o49-69i85-104o123-145i168-188o222-244i276-296o312-327i,353
Q9H1C0,Lysophosphatidic acid receptor 5 (LPA receptor 5) (LPA-5) (G-protein coupled receptor 92) (G-protein coupled receptor 93),o26-48i57-77o97-117i137-159o188-212i233-259o278-300i,372
Q9H205,Olfactory receptor 2AG1 (HT3) (Olfactory receptor 2AG3) (Olfactory receptor OR11-79),o26-49i59-79o98-120i143-164o197-219i245-260o273-290i,316
Q9H207,Olfactory receptor 10A5 (HP3) (Olfactory receptor 10A1) (Olfactory receptor 11-403) (OR11-403) (Olfactory receptor-like protein JCG6),o27-49i60-83o99-121i146-167o198-220i242-261o274-291i,317
Q9H208,Olfactory receptor 10A2 (HP4) (Olfactory receptor OR11-86),o13-35i49-69o85-107i132-153o184-209i228-246o260-277i,303
Q9H209,Olfactory receptor 10A4 (HP2) (Olfactory receptor-like protein JCG5),o26-49i63-83o99-121i146-167o198-220i242-261o274-291i,315
Q9H210,Olfactory receptor 2D2 (HB2) (Olfactory receptor 11-610) (OR11-610) (Olfactory receptor 2D1) (Olfactory receptor OR11-88),o26-48i59-79o98-120i144-164o197-223i241-257o272-288i,308
Q9H339,Olfactory receptor 51B5 (Odorant receptor HOR5'beta5) (Olfactory receptor OR11-37),o25-47i57-82o98-118i142-162o195-220i239-259o269-292i,312
Q9H340,Olfactory receptor 51B6 (Odorant receptor HOR5'beta6),o24-47i60-81o98-118i142-159o195-217i239-259o272-292i,312
Q9H341,Olfactory receptor 51M1 (Odorant receptor HOR5'beta7) (Olfactory receptor OR11-40),o38-60i74-96o110-132i156-175o209-231i253-273o286-306i,326
Q9H6F2,Trimeric intracellular cation channel type A (TRIC-A) (TRICA) (Transmembrane protein 38A),o20-37i52-73o86-103i108-126o145-162i184-201o210-230i,299
Q9NQN1,Olfactory receptor 2S2 (Olfactory receptor OR9-3),o27-49i60-80o99-121i145-165o197-223i243-260o279-299i,319
Q9NS66,Probable G-protein coupled receptor 173 (Super conserved receptor expressed in brain 3),o24-47i59-80o98-119i140-160o185-205i287-307o323-343i,373
Q9NS93,Transmembrane 7 superfamily member 3 (Seven span transmembrane protein),o292-312i320-337o348-369i372-393o407-425i432-451o485-503i,570
Q9NSD7,Relaxin-3 receptor 1 (RLN3 receptor 1) (G protein-coupled receptor SALPR) (G-protein coupled receptor GPCR135) (Relaxin family peptide receptor 3) (Somatostatin- and angiotensin-like peptide receptor),o82-105i119-140o153-178i215-235o265-288i327-351o368-392i,469
Q9NWC5,Transmembrane protein 45A (DNA polymerase-transactivated protein 4) (Dermal papilla-derived protein 7),o6-26i51-71o91-111i122-139o150-169i181-201o220-245i,275
Q9NYV8,Taste receptor type 2 member 14 (T2R14) (Taste receptor family B member 1) (TRB1),o8-33i47-68o81-109i129-152o178-203i233-253o261-283i,317
Q9NYV9,Taste receptor type 2 member 13 (T2R13) (Taste receptor family B member 3) (TRB3),o8-33i47-68o84-109i129-152o177-203i233-254o261-284i,303
Q9NYW2,Taste receptor type 2 member 8 (T2R8) (Taste receptor family B member 5) (TRB5),o8-33i47-71o83-109i132-152o183-205i237-260o266-288i,309
Q9NYW3,Taste receptor type 2 member 7 (T2R7) (Taste receptor family B member 4) (TRB4),o9-33i46-67o84-109i129-149o184-206i237-259o268-288i,318
Q9NYW6,Taste receptor type 2 member 3 (T2R3),o8-30i46-69o80-109i130-150o180-205i235-259o265-287i,316
Q9NYW7,Taste receptor type 2 member 1 (T2R1) (Taste receptor family B member 7) (TRB7),o7-33i46-66o84-102i125-145o176-198i230-250o257-280i,299
Q9P055,JNK1/MAPK8-associated membrane protein (JKAMP) (JNK1-associated membrane protein) (JAMP) (Medulloblastoma antigen MU-MB-50.4),o55-76i92-108o151-171i192-212o215-235i251-268o278-293i,311
Q9P1P5,Trace amine-associated receptor 2 (TaR-2) (Trace amine receptor 2) (G-protein coupled receptor 58),o44-68i80-102o118-139i160-181o208-230i264-284o299-319i,351
Q9UJ42,Probable G-protein coupled receptor 160 (G-protein coupled receptor GPCR1) (hGPCR1),o27-45i57-77o97-118i137-161o185-205i244-264o273-294i,338
Q9UKL2,Olfactory receptor 52A1 (HPFH1OR) (Odorant receptor HOR3'beta4) (Olfactory receptor OR11-319),o27-51i61-89o100-122i146-165o200-222i243-263o275-297i,312
Q9Y2T5,G-protein coupled receptor 52,o45-65i88-108o117-137i160-180o204-224i266-286o297-317i,361
Q9Y585,Olfactory receptor 1A2 (Olfactory receptor 17-6) (OR17-6) (Olfactory receptor OR17-10),o26-49i59-79o98-120i142-164o196-218i240-259o270-288i,309
Q9Y5P1,Olfactory receptor 51B2 (Odorant receptor HOR5'beta3) (Olfactory receptor 51B1),o24-47i57-85o97-118i139-159o195-217i239-260o269-292i,312
Q9Y5Y3,Probable G-protein coupled receptor 45 (PSP24-1) (PSP24-alpha),o35-58i71-93o110-130i150-170o194-216i269-289o306-326i,372
A3KFT3,Olfactory receptor 2M5,o26-49i59-79o98-120i143-166o197-223i241-260o273-292i,312
A4D2G3,Olfactory receptor 2A25 (Olfactory receptor 2A27),o24-48i59-81o97-119i141-165o193-218i239-259o272-289i,310
A6NCV1,Olfactory receptor 6C74,o23-46i57-81o96-118i141-162o192-220i239-258o270-290i,312
A6NDH6,Olfactory receptor 5H15,o25-49i59-79o98-120i144-164o194-223i241-260o273-290i,313
A6NDL8,Olfactory receptor 6C68,o23-46i57-81o96-118i142-162o195-220i239-258o268-288i,312
A6NET4,Olfactory receptor 5K3,o26-49i59-79o98-120i144-164o194-219i239-257o270-288i,321
A6NF89,Olfactory receptor 6C6,o23-46i57-81o96-118i142-162o195-220i239-258o271-288i,314
A6NHA9,Olfactory receptor 4C46,o24-47i57-77o96-118i141-162o195-220i239-256o268-287i,309
A6NHG9,Olfactory receptor 5H14,o25-49i59-83o98-120i144-164o194-222i241-259o272-290i,310
A6NIJ9,Olfactory receptor 6C70,o23-47i57-81o96-118i142-162o192-220i239-258o268-288i,312
A6NJZ3,Olfactory receptor 6C65,o23-46i57-81o96-118i141-162o192-220i239-258o268-288i,312
A6NKK0,Olfactory receptor 5H1 (HTPCRX14),o25-49i59-79o98-120i144-164o194-223i241-260o273-290i,313
A6NL08,Olfactory receptor 6C75,o23-46i57-81o96-118i141-164o195-220i239-258o268-288i,312
A6NL26,Olfactory receptor 5B21,o23-47i57-77o96-118i142-162o195-220i242-255o270-287i,309
A6NM03,Olfactory receptor 2AG2,o26-49i59-79o98-120i143-164o197-222i241-261o273-290i,316
A6NM76,Olfactory receptor 6C76,o23-46i57-80o95-117i141-161o194-219i238-257o267-287i,312
A6NMS3,Olfactory receptor 5K4,o25-49i59-79o98-120i146-164o197-223i241-259o271-287i,321
A6NMZ5,Olfactory receptor 4C45,o21-46i54-74o93-115i137-161o189-217i235-254o265-282i,306
B2RN74,Olfactory receptor 11H12,o40-63i74-98o113-135i159-179o212-237i256-275o288-305i,326
C9JH25,Proline-rich transmembrane protein 4,o365-388i398-418o439-456i466-484o500-520i557-580o599-620i,899
O14581,Olfactory receptor 7A17,o26-48i59-79o98-120i143-164o197-219i241-260o274-290i,309
O43869,Olfactory receptor 2T1 (Olfactory receptor 1-25) (OR1-25) (Olfactory receptor OR1-61),o75-99i109-129o149-170i192-214o247-269i295-306o323-340i,369
O60403,Olfactory receptor 10H2 (Olfactory receptor OR19-23),o25-49i59-82o98-120i144-164o196-223i242-261o273-293i,315
O60404,Olfactory receptor 10H3 (Olfactory receptor OR19-24),o25-50i60-80o99-121i145-167o198-224i243-262o274-292i,316
O60431,Olfactory receptor 1I1 (Olfactory receptor 19-20) (OR19-20),o26-50i59-79o98-120i142-166o197-219i241-259o273-292i,355
O76000,Putative olfactory receptor 2B3 (Hs6M1-1) (Olfactory receptor OR6-14) (OR6-4) (Olfactory receptor 6-4),o26-48i59-79o98-120i144-164o197-222i241-260o273-290i,313
O76100,Olfactory receptor 7A10 (OST027) (Olfactory receptor OR19-18),o26-48i59-74o98-120i143-164o197-219i241-260o272-292i,309
O95006,Olfactory receptor 2F2 (Olfactory receptor 7-1) (OR7-1) (Olfactory receptor OR7-6),o25-49i59-82o98-118i144-164o197-219i241-260o273-290i,317
O95013,Olfactory receptor 4F21,o25-47i59-79o98-120i144-164o197-223i240-257o270-287i,312
O95221,Olfactory receptor 5F1 (Olfactory receptor 11-10) (OR11-10) (Olfactory receptor OR11-167),o25-49i59-79o98-120i144-164o197-222i241-256o273-290i,314
P0C604,Olfactory receptor 4A8 (Olfactory receptor OR11-110),o24-48i57-80o96-118i140-162o192-220i238-257o268-287i,315
P0C623,Olfactory receptor 4Q2 (olfactory receptor OR14-21),o25-49i60-80o99-121i144-165o196-221i240-257o270-287i,314
P0C626,Olfactory receptor 5G3 (Olfactory receptor 5G6) (Olfactory receptor OR11-213),o25-49i62-78o98-120i144-166o194-222i241-260o273-290i,314
P0C628,Olfactory receptor 5AC1 (Olfactory receptor OR3-2),o26-49i59-79o98-120i144-164o196-219i241-259o273-290i,307
P0C629,Olfactory receptor 10J4,o26-50i60-80o99-121i145-167o198-223i242-260o273-290i,311
P0C646,Olfactory receptor 52Z1P,o13-35i47-72o84-106i129-149o179-202i223-243o258-278i,298
P0C7N1,Olfactory receptor 8U8,o25-49i59-79o98-120i144-166o197-223i244-259o274-290i,319
P0C7N5,Olfactory receptor 8U9,o25-49i59-79o98-120i144-164o197-222i245-260o274-290i,309
P0C7T2,Olfactory receptor 2T7 (OST723) (olfactory receptor OR1-44),o16-40i50-70o90-111i133-157o188-210i232-251o265-283i,308
P0C7T3,Olfactory receptor 56A5,o30-50i62-87o101-121i147-166o200-225i244-264o277-297i,313
P0DMU2,Putative olfactory receptor 8G3 pseudogene (Olfactory receptor OR11-297),o25-50i62-77o98-120i144-164o197-223i245-258o273-290i,310
P0DN80,Olfactory receptor 5H8 (Olfactory receptor 5H8 pseudogene) (Olfactory receptor OR3-7),o25-49i61-83o98-120i142-164o194-223i240-259o272-289i,308
